Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	BioSampleModel	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	DATASTORE_region	ENA_FIRST_PUBLIC	ENA_LAST_UPDATE	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Library_Name	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	age	batch	biomaterial_provider	cell_subtype	cell_type	isolate	phenotype	sex	source_name	tissue	wellID	wellKey
RNA-Seq		50	PRJNA484871	SAMN09771128		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514515	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	45	19	Homo sapiens	ILLUMINA	2018-09-25	SRR7651759	SRS3633038	SRP156530	GSM3321064					Tnaive				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771128		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514515	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	45	19	Homo sapiens	ILLUMINA	2018-09-25	SRR7651760	SRS3633038	SRP156530	GSM3321064					Tnaive				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771128		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514515	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	46	19	Homo sapiens	ILLUMINA	2018-09-25	SRR7651761	SRS3633038	SRP156530	GSM3321064					Tnaive				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771128		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514515	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	46	19	Homo sapiens	ILLUMINA	2018-09-25	SRR7651762	SRS3633038	SRP156530	GSM3321064					Tnaive				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771126		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514517	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	108	44	Homo sapiens	ILLUMINA	2018-09-25	SRR7651767	SRS3633039	SRP156530	GSM3321066					DR-27-				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771126		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514517	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-11	109	44	Homo sapiens	ILLUMINA	2018-09-25	SRR7651768	SRS3633039	SRP156530	GSM3321066					DR-27-				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771126		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514517	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	109	44	Homo sapiens	ILLUMINA	2018-09-25	SRR7651769	SRS3633039	SRP156530	GSM3321066					DR-27-				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771126		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514517	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	109	44	Homo sapiens	ILLUMINA	2018-09-25	SRR7651770	SRS3633039	SRP156530	GSM3321066					DR-27-				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771127		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514516	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	73	30	Homo sapiens	ILLUMINA	2018-09-25	SRR7651763	SRS3633040	SRP156530	GSM3321065					TCM				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771127		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514516	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	74	30	Homo sapiens	ILLUMINA	2018-09-25	SRR7651764	SRS3633040	SRP156530	GSM3321065					TCM				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771127		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514516	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	74	30	Homo sapiens	ILLUMINA	2018-09-25	SRR7651765	SRS3633040	SRP156530	GSM3321065					TCM				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771127		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514516	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	74	30	Homo sapiens	ILLUMINA	2018-09-25	SRR7651766	SRS3633040	SRP156530	GSM3321065					TCM				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771125		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514518	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	108	44	Homo sapiens	ILLUMINA	2018-09-25	SRR7651771	SRS3633041	SRP156530	GSM3321067					DR+27-				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771125		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514518	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	109	45	Homo sapiens	ILLUMINA	2018-09-25	SRR7651772	SRS3633041	SRP156530	GSM3321067					DR+27-				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771125		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514518	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	109	44	Homo sapiens	ILLUMINA	2018-09-25	SRR7651773	SRS3633041	SRP156530	GSM3321067					DR+27-				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771125		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514518	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	109	45	Homo sapiens	ILLUMINA	2018-09-25	SRR7651774	SRS3633041	SRP156530	GSM3321067					DR+27-				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771124		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514519	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	76	31	Homo sapiens	ILLUMINA	2018-09-25	SRR7651775	SRS3633042	SRP156530	GSM3321068					DR-27-				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771124		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514519	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	77	31	Homo sapiens	ILLUMINA	2018-09-25	SRR7651776	SRS3633042	SRP156530	GSM3321068					DR-27-				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771124		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514519	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	77	31	Homo sapiens	ILLUMINA	2018-09-25	SRR7651777	SRS3633042	SRP156530	GSM3321068					DR-27-				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771124		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514519	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	76	31	Homo sapiens	ILLUMINA	2018-09-25	SRR7651778	SRS3633042	SRP156530	GSM3321068					DR-27-				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771123		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514520	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-11	53	21	Homo sapiens	ILLUMINA	2018-09-25	SRR7651779	SRS3633043	SRP156530	GSM3321069					DR+27+				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771123		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514520	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	54	22	Homo sapiens	ILLUMINA	2018-09-25	SRR7651780	SRS3633043	SRP156530	GSM3321069					DR+27+				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771123		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514520	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	54	22	Homo sapiens	ILLUMINA	2018-09-25	SRR7651781	SRS3633043	SRP156530	GSM3321069					DR+27+				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771123		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514520	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	54	22	Homo sapiens	ILLUMINA	2018-09-25	SRR7651782	SRS3633043	SRP156530	GSM3321069					DR+27+				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771122		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514521	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	65	26	Homo sapiens	ILLUMINA	2018-09-25	SRR7651783	SRS3633044	SRP156530	GSM3321070					Tnaive				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771122		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514521	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	66	27	Homo sapiens	ILLUMINA	2018-09-25	SRR7651784	SRS3633044	SRP156530	GSM3321070					Tnaive				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771122		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514521	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	67	27	Homo sapiens	ILLUMINA	2018-09-25	SRR7651785	SRS3633044	SRP156530	GSM3321070					Tnaive				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771122		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514521	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	67	27	Homo sapiens	ILLUMINA	2018-09-25	SRR7651786	SRS3633044	SRP156530	GSM3321070					Tnaive				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771121		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514522	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	89	36	Homo sapiens	ILLUMINA	2018-09-25	SRR7651787	SRS3633045	SRP156530	GSM3321071					Tnaive				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771121		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514522	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	91	37	Homo sapiens	ILLUMINA	2018-09-25	SRR7651788	SRS3633045	SRP156530	GSM3321071					Tnaive				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771121		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514522	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	91	36	Homo sapiens	ILLUMINA	2018-09-25	SRR7651789	SRS3633045	SRP156530	GSM3321071					Tnaive				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771121		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514522	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	91	37	Homo sapiens	ILLUMINA	2018-09-25	SRR7651790	SRS3633045	SRP156530	GSM3321071					Tnaive				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771119		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514523	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-11	50	20	Homo sapiens	ILLUMINA	2018-09-25	SRR7651791	SRS3633046	SRP156530	GSM3321072					DR+27-				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771119		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514523	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-11	50	21	Homo sapiens	ILLUMINA	2018-09-25	SRR7651792	SRS3633046	SRP156530	GSM3321072					DR+27-				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771119		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514523	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	50	21	Homo sapiens	ILLUMINA	2018-09-25	SRR7651793	SRS3633046	SRP156530	GSM3321072					DR+27-				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771119		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514523	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	50	21	Homo sapiens	ILLUMINA	2018-09-25	SRR7651794	SRS3633046	SRP156530	GSM3321072					DR+27-				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771118		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514524	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	39	15	Homo sapiens	ILLUMINA	2018-09-25	SRR7651795	SRS3633047	SRP156530	GSM3321073					DR+27-				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771118		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514524	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	39	16	Homo sapiens	ILLUMINA	2018-09-25	SRR7651796	SRS3633047	SRP156530	GSM3321073					DR+27-				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771118		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514524	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	39	16	Homo sapiens	ILLUMINA	2018-09-25	SRR7651797	SRS3633047	SRP156530	GSM3321073					DR+27-				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771118		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514524	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	39	16	Homo sapiens	ILLUMINA	2018-09-25	SRR7651798	SRS3633047	SRP156530	GSM3321073					DR+27-				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771117		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514525	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	103	42	Homo sapiens	ILLUMINA	2018-09-25	SRR7651799	SRS3633048	SRP156530	GSM3321074					DR-27+				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771117		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514525	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	105	43	Homo sapiens	ILLUMINA	2018-09-25	SRR7651800	SRS3633048	SRP156530	GSM3321074					DR-27+				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771117		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514525	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	106	42	Homo sapiens	ILLUMINA	2018-09-25	SRR7651801	SRS3633048	SRP156530	GSM3321074					DR-27+				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771117		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514525	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	105	43	Homo sapiens	ILLUMINA	2018-09-25	SRR7651802	SRS3633048	SRP156530	GSM3321074					DR-27+				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771116		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514526	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	69	28	Homo sapiens	ILLUMINA	2018-09-25	SRR7651803	SRS3633049	SRP156530	GSM3321075					DR+27-				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771116		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514526	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	70	28	Homo sapiens	ILLUMINA	2018-09-25	SRR7651804	SRS3633049	SRP156530	GSM3321075					DR+27-				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771116		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514526	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	70	28	Homo sapiens	ILLUMINA	2018-09-25	SRR7651805	SRS3633049	SRP156530	GSM3321075					DR+27-				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771116		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514526	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-11	70	28	Homo sapiens	ILLUMINA	2018-09-25	SRR7651806	SRS3633049	SRP156530	GSM3321075					DR+27-				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771115		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514527	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	50	20	Homo sapiens	ILLUMINA	2018-09-25	SRR7651807	SRS3633050	SRP156530	GSM3321076					DR+27-				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771115		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514527	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	51	20	Homo sapiens	ILLUMINA	2018-09-25	SRR7651808	SRS3633050	SRP156530	GSM3321076					DR+27-				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771115		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514527	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	51	20	Homo sapiens	ILLUMINA	2018-09-25	SRR7651809	SRS3633050	SRP156530	GSM3321076					DR+27-				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771115		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514527	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	51	20	Homo sapiens	ILLUMINA	2018-09-25	SRR7651810	SRS3633050	SRP156530	GSM3321076					DR+27-				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771120		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514528	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	59	24	Homo sapiens	ILLUMINA	2018-09-25	SRR7651811	SRS3633051	SRP156530	GSM3321077					DR+27+				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771120		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514528	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	59	24	Homo sapiens	ILLUMINA	2018-09-25	SRR7651812	SRS3633051	SRP156530	GSM3321077					DR+27+				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771120		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514528	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	60	24	Homo sapiens	ILLUMINA	2018-09-25	SRR7651813	SRS3633051	SRP156530	GSM3321077					DR+27+				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771120		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514528	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	60	24	Homo sapiens	ILLUMINA	2018-09-25	SRR7651814	SRS3633051	SRP156530	GSM3321077					DR+27+				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771160		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514530	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	78	31	Homo sapiens	ILLUMINA	2018-09-25	SRR7651819	SRS3633052	SRP156530	GSM3321079					Tnaive				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771160		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514530	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	79	32	Homo sapiens	ILLUMINA	2018-09-25	SRR7651820	SRS3633052	SRP156530	GSM3321079					Tnaive				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771160		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514530	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	80	32	Homo sapiens	ILLUMINA	2018-09-25	SRR7651821	SRS3633052	SRP156530	GSM3321079					Tnaive				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771160		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514530	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	79	32	Homo sapiens	ILLUMINA	2018-09-25	SRR7651822	SRS3633052	SRP156530	GSM3321079					Tnaive				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771161		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514529	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	69	28	Homo sapiens	ILLUMINA	2018-09-25	SRR7651815	SRS3633053	SRP156530	GSM3321078					Treg				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771161		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514529	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	70	28	Homo sapiens	ILLUMINA	2018-09-25	SRR7651816	SRS3633053	SRP156530	GSM3321078					Treg				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771161		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514529	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	70	28	Homo sapiens	ILLUMINA	2018-09-25	SRR7651817	SRS3633053	SRP156530	GSM3321078					Treg				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771161		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514529	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	70	28	Homo sapiens	ILLUMINA	2018-09-25	SRR7651818	SRS3633053	SRP156530	GSM3321078					Treg				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771159		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514531	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	41	17	Homo sapiens	ILLUMINA	2018-09-25	SRR7651823	SRS3633054	SRP156530	GSM3321080					Tnaive				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771159		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514531	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	41	17	Homo sapiens	ILLUMINA	2018-09-25	SRR7651824	SRS3633054	SRP156530	GSM3321080					Tnaive				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771159		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514531	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-11	42	17	Homo sapiens	ILLUMINA	2018-09-25	SRR7651825	SRS3633054	SRP156530	GSM3321080					Tnaive				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771159		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514531	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	41	17	Homo sapiens	ILLUMINA	2018-09-25	SRR7651826	SRS3633054	SRP156530	GSM3321080					Tnaive				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771158		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514532	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	66	27	Homo sapiens	ILLUMINA	2018-09-25	SRR7651827	SRS3633055	SRP156530	GSM3321081					DR+27+				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771158		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514532	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	66	27	Homo sapiens	ILLUMINA	2018-09-25	SRR7651828	SRS3633055	SRP156530	GSM3321081					DR+27+				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771158		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514532	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	67	27	Homo sapiens	ILLUMINA	2018-09-25	SRR7651829	SRS3633055	SRP156530	GSM3321081					DR+27+				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771158		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514532	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	66	27	Homo sapiens	ILLUMINA	2018-09-25	SRR7651830	SRS3633055	SRP156530	GSM3321081					DR+27+				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771157		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514533	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	87	35	Homo sapiens	ILLUMINA	2018-09-25	SRR7651831	SRS3633056	SRP156530	GSM3321082					DR+27+				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771157		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514533	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	88	36	Homo sapiens	ILLUMINA	2018-09-25	SRR7651832	SRS3633056	SRP156530	GSM3321082					DR+27+				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771157		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514533	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	88	36	Homo sapiens	ILLUMINA	2018-09-25	SRR7651833	SRS3633056	SRP156530	GSM3321082					DR+27+				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771157		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514533	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	88	36	Homo sapiens	ILLUMINA	2018-09-25	SRR7651834	SRS3633056	SRP156530	GSM3321082					DR+27+				CD4 T			
RNA-Seq		50	PRJNA484871	SAMN09771156		GEO	none	fastq sra	gs s3	gs.US s3.us-east-1			SRX4514534	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2018-10-10	97	39	Homo sapiens	ILLUMINA	2018-09-25	SRR7651835	SRS3633057	SRP156530	GSM3321083					TCM				CD4 T			
